m6-b7-l6-exact-pair-timeout-hall-failure-manifest-v1
cut-census-bytes	5512
cut-census-sha256	b5f6175c44561af0cdf59aa1b799e2e1b279cd962c0117bf22e2a33d8bbbf82d
memberships	33
scope	exactly the ordered 33 committed five-second singleton TIMEOUT memberships
U	the seven q-positive vertices outside S, low-C, and the exact inaccessible pair
S	the eight vertices of N+(low-C)
incidence	u is adjacent to s exactly when the original arc s->u is present
selection	an arbitrary nonempty K subset of U
neighborhood	Gamma(K) is encoded exactly as {s in S: exists u in K with s->u}
violation	|Gamma(K)|<|K|
added-variables	142
added-clauses	480
proof-status	scout-only; no UNSAT certificate generated
theorem-status	Hall synchronization is not yet a theorem until complements/residual cases are handled and UNSAT certificates are checked
columns	position,membership,key,cell,parent,U,S,variables,clauses
000	000	c000-o03-i01-p01	000	01	9,10,11,12,13,14,15	1,2,4,5,6,7,8,17	23768	144776
001	003	c001-o11-i11-p03	001	03	0,3,11,12,13,14,15	2,4,5,6,7,8,9,10	23768	144812
002	005	c001-o11-i11-p05	001	05	0,4,11,12,13,14,15	2,3,5,6,7,8,9,10	23768	144812
003	006	c001-o11-i11-p06	001	06	0,2,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144812
004	010	c002-o11-i15-p02	002	02	0,3,11,12,13,14,15	1,4,5,6,7,8,9,10	23768	144800
005	011	c002-o11-i15-p06	002	06	0,1,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144800
006	014	c003-o11-i19-p02	003	02	0,2,11,12,13,14,15	1,4,5,6,7,8,9,10	23768	144800
007	015	c003-o11-i19-p03	003	03	0,1,11,12,13,14,15	2,4,5,6,7,8,9,10	23768	144800
008	019	c004-o11-i23-p05	004	05	0,1,11,12,13,14,15	2,3,5,6,7,8,9,10	23768	144794
009	022	c005-o23-i02-p01	005	01	9,10,11,12,13,14,15	1,2,3,4,5,6,7,8	23764	144166
010	023	c005-o23-i02-p03	005	03	9,10,11,12,13,14,15	1,2,3,4,5,6,7,8	23764	144166
011	024	c006-o25-i09-p07	006	07	0,10,11,12,13,14,15	2,3,4,5,6,7,8,9	23768	144788
012	028	c007-o25-i17-p01	007	01	0,10,11,12,13,14,15	1,2,4,5,6,7,8,9	23768	144794
013	033	c008-o25-i21-p04	008	04	0,10,11,12,13,14,15	1,2,3,5,6,7,8,9	23768	144800
014	034	c008-o25-i21-p05	008	05	0,10,11,12,13,14,15	1,2,3,5,6,7,8,9	23768	144800
015	039	c009-o28-i09-p08	009	08	0,2,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144800
016	044	c010-o28-i13-p03	010	03	0,3,11,12,13,14,15	1,4,5,6,7,8,9,10	23768	144818
017	047	c010-o28-i13-p08	010	08	0,1,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144818
018	051	c011-o28-i17-p03	011	03	0,2,11,12,13,14,15	1,4,5,6,7,8,9,10	23768	144818
019	054	c011-o28-i17-p06	011	06	0,4,11,12,13,14,15	1,2,5,6,7,8,9,10	23768	144818
020	059	c012-o28-i20-p06	012	06	0,3,11,12,13,14,15	1,2,5,6,7,8,9,10	23768	144794
021	061	c013-o47-i02-p01	013	01	9,10,11,12,13,14,15	1,2,3,4,5,6,7,8	23764	144166
022	062	c013-o47-i02-p04	013	04	9,10,11,12,13,14,15	1,2,3,4,5,6,7,8	23764	144166
023	064	c014-o49-i13-p01	014	01	0,10,11,12,13,14,15	1,3,4,5,6,7,8,9	23768	144794
024	069	c015-o49-i17-p04	015	04	0,10,11,12,13,14,15	1,2,4,5,6,7,8,9	23768	144806
025	070	c015-o49-i17-p05	015	05	0,10,11,12,13,14,15	1,2,4,5,6,7,8,9	23768	144806
026	075	c016-o49-i21-p08	016	08	0,10,11,12,13,14,15	1,2,3,5,6,7,8,9	23768	144794
027	080	c017-o54-i09-p03	017	03	0,3,11,12,13,14,15	2,4,5,6,7,8,9,10	23768	144830
028	082	c017-o54-i09-p05	017	05	0,2,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144830
029	084	c017-o54-i09-p07	017	07	0,2,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144830
030	091	c018-o54-i13-p05	018	05	0,1,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144824
031	093	c018-o54-i13-p07	018	07	0,1,11,12,13,14,15	3,4,5,6,7,8,9,10	23768	144824
032	097	c019-o54-i15-p03	019	03	0,1,11,12,13,14,15	2,4,5,6,7,8,9,10	23768	144800
